[13-Dec-2017 15:44:15 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
[13-Dec-2017 15:46:15 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
[13-Dec-2017 15:48:15 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
[13-Dec-2017 15:50:15 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
[13-Dec-2017 15:52:15 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
[13-Dec-2017 15:54:16 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
[13-Dec-2017 15:56:16 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
[13-Dec-2017 15:58:17 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
[13-Dec-2017 16:00:17 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
[13-Dec-2017 16:02:17 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
[13-Dec-2017 16:04:17 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
[13-Dec-2017 16:06:18 UTC] PHP Warning:  Cannot modify header information - headers already sent by (output started at D:\Server\OpenServer\domains\wp-Nerds\wp-content\themes\wp-nerds\functions.php:406) in D:\Server\OpenServer\domains\wp-Nerds\wp-admin\includes\misc.php on line 1114
